COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR
BIOL 4650,B01 (62817),Biology and Society (0),M,"Jan 06 - Apr 09, 14:30-16:20 (M)",Joy Stacey
BIOL 4890,T06 (64190),Developmental Neurosciences (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Lei Xing
BIOL 4890,T02 (63101),Topics in Eukaryotic Molecular Systems Biology (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Olivia Wilkins
BIOL 7220,A01 (56495),Critical Thinking in Biological Sciences (3),M,"Jan 06 - Apr 09, 12:30-15:20 (M)",Jason Treberg
CHEM 1018,G07 (64994),Chemistry - The Central Science (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",TBA
CHEM 1100,A02 (60787),Introductory Chemistry 1: Atomic and Molecular Structure and Energetics (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Angela Kuchison
CHEM 1100,A01 (60786),Introductory Chemistry 1: Atomic and Molecular Structure and Energetics (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Angela Kuchison
CHEM 1110,A03 (60790),"Introductory Chemistry 2: Interaction, Reactivity, and Chemical Properties (3)",M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Kathleen Gough
CHEM 1110,A04 (60791),"Introductory Chemistry 2: Interaction, Reactivity, and Chemical Properties (3)",M,"Jan 06 - Apr 09, 14:30-15:45 (MW)",James Xidos
CHEM 1110,A02 (60789),"Introductory Chemistry 2: Interaction, Reactivity, and Chemical Properties (3)",M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Jeremy Mitchell-Koch
CHEM 1110,A01 (60788),"Introductory Chemistry 2: Interaction, Reactivity, and Chemical Properties (3)",M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Hans Schreckenbach
CHEM 1120,A01 (60808),Introduction to Chemistry Techniques (3),M,"Jan 06 - Apr 09, 14:30-17:20 (T)",Jeremy Mitchell-Koch
CHEM 1120,A03 (60810),Introduction to Chemistry Techniques (3),M,"Jan 06 - Apr 09, 08:30-11:20 (W)",Jeremy Mitchell-Koch
CHEM 1120,A06 (60813),Introduction to Chemistry Techniques (3),M,"Jan 06 - Apr 09, 14:30-17:20 (R)",Olesya Fedoryak
CHEM 1120,A02 (60809),Introduction to Chemistry Techniques (3),M,"Jan 06 - Apr 09, 08:30-11:20 (T)",Jeremy Mitchell-Koch
CHEM 1120,A05 (60812),Introduction to Chemistry Techniques (3),M,"Jan 06 - Apr 09, 08:30-11:20 (R)",Olesya Fedoryak
CHEM 1120,A04 (60811),Introduction to Chemistry Techniques (3),M,"Jan 06 - Apr 09, 14:30-17:20 (W)",Jeremy Mitchell-Koch
CHEM 1122,A02 (61698),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Jan 13 - Jan 13, 14:30-17:20 (M)",Olesya Fedoryak
CHEM 1122,A02 (61698),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Mar 24 - Mar 24, 14:30-17:20 (M)",Olesya Fedoryak
CHEM 1122,A02 (61698),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Feb 10 - Feb 10, 14:30-17:20 (M)",Olesya Fedoryak
CHEM 1122,A02 (61698),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Mar 10 - Mar 10, 14:30-17:20 (M)",Olesya Fedoryak
CHEM 1122,A01 (61697),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Mar 12 - Mar 12, 14:30-17:20 (W)",Olesya Fedoryak
CHEM 1122,A01 (61697),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Mar 26 - Mar 26, 14:30-17:20 (W)",Olesya Fedoryak
CHEM 1122,A03 (61699),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Mar 28 - Mar 28, 14:30-17:20 (F)",Olesya Fedoryak
CHEM 1122,A02 (61698),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Feb 24 - Feb 24, 14:30-17:20 (M)",Olesya Fedoryak
CHEM 1122,A03 (61699),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Feb 28 - Feb 28, 14:30-17:20 (F)",Olesya Fedoryak
CHEM 1122,A03 (61699),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Mar 14 - Mar 14, 14:30-17:20 (F)",Olesya Fedoryak
CHEM 1122,A03 (61699),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Feb 14 - Feb 14, 14:30-17:20 (F)",Olesya Fedoryak
CHEM 1122,A03 (61699),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Jan 31 - Jan 31, 14:30-17:20 (F)",Olesya Fedoryak
CHEM 1122,A02 (61698),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Jan 27 - Jan 27, 14:30-17:20 (M)",Olesya Fedoryak
CHEM 1122,A02 (61698),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Mar 31 - Mar 31, 14:30-17:20 (M)",Olesya Fedoryak
CHEM 1122,A03 (61699),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Apr 04 - Apr 04, 14:30-17:20 (F)",Olesya Fedoryak
CHEM 1122,A03 (61699),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Jan 17 - Jan 17, 14:30-17:20 (F)",Olesya Fedoryak
CHEM 1122,A01 (61697),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Feb 26 - Feb 26, 14:30-17:20 (W)",Olesya Fedoryak
CHEM 1122,A01 (61697),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Apr 02 - Apr 02, 14:30-17:20 (W)",Olesya Fedoryak
CHEM 1122,A01 (61697),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Jan 29 - Jan 29, 14:30-17:20 (W)",Olesya Fedoryak
CHEM 1122,A01 (61697),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Feb 12 - Feb 12, 14:30-17:20 (W)",Olesya Fedoryak
CHEM 1122,A01 (61697),Introduction to Chemistry Techniques for Engineering 1 (1.5),M,"Jan 15 - Jan 15, 14:30-17:20 (W)",Olesya Fedoryak
CHEM 1130,A01 (60792),Introduction to Organic Chemistry (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Horace Luong
CHEM 2110,A02 (60794),Organic Chemistry 2: Foundations of Organic Synthesis (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Joshua Walsh
CHEM 2110,A01 (60793),Organic Chemistry 2: Foundations of Organic Synthesis (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Frank Schweizer
CHEM 2122,A02 (60816),Experimental Organic Chemistry (3),M,"Jan 06 - Apr 09, 08:30-11:20 (T)",TBA
CHEM 2122,A05 (60819),Experimental Organic Chemistry (3),M,"Jan 06 - Apr 09, 14:30-17:20 (W)",TBA
CHEM 2122,A01 (60815),Experimental Organic Chemistry (3),M,"Jan 06 - Apr 09, 14:30-17:20 (M)",TBA
CHEM 2122,A03 (60817),Experimental Organic Chemistry (3),M,"Jan 06 - Apr 09, 14:30-17:20 (T)",TBA
CHEM 2300,A01 (60795),Inorganic Chemistry 1: Structure and Applications (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Scott Kroeker
CHEM 2520,A03 (63036),Introduction to Analytical Chemistry Techniques (2),M,"Jan 06 - Apr 09, 08:30-11:20 (R)",Joey Lussier
CHEM 2520,A01 (63034),Introduction to Analytical Chemistry Techniques (2),M,"Jan 06 - Apr 09, 14:30-17:20 (T)",Joey Lussier
CHEM 2520,A02 (63035),Introduction to Analytical Chemistry Techniques (2),M,"Jan 06 - Apr 09, 14:30-17:20 (W)",Joey Lussier
CHEM 2710,A01 (60796),"Biochemistry 2: Catabolism, Synthesis, and Information Pathways (3)",M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Gerd Prehna
CHEM 2710,A02 (60797),"Biochemistry 2: Catabolism, Synthesis, and Information Pathways (3)",M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Mazdak Khajehpour
CHEM 2720,A01 (60820),Principles and Practices of the Modern Biochemistry Laboratory (3),M,"Jan 06 - Apr 09, 14:30-17:20 (T)",Ellert Nichols
CHEM 2720,A02 (60821),Principles and Practices of the Modern Biochemistry Laboratory (3),M,"Jan 06 - Apr 09, 14:30-17:20 (W)",Ellert Nichols
CHEM 2740,A01 (60822),Introduction to the Biochemistry Laboratory (3),M,"Jan 06 - Apr 09, 14:30-17:20 (M)",Olesya Fedoryak
CHEM 2750,A01 (60800),Elements of Biochemistry 2 (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Zev Ripstein
CHEM 3120,A01 (60824),Advanced Organic Chemistry Laboratory Techniques (2),M,"Jan 06 - Apr 09, 14:30-17:20 (W)",TBA
CHEM 3120,A02 (60823),Advanced Organic Chemistry Laboratory Techniques (2),M,"Jan 06 - Apr 09, 14:30-17:20 (R)",TBA
CHEM 3600,A01 (60802),Physical Chemistry 2 (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Katie Mitchell-Koch
CHEM 3620,A02 (60826),Physical Chemistry Laboratory (2),M,"Jan 06 - Apr 09, 14:30-17:20 (W)",Carl Bartels
CHEM 3620,A01 (60825),Physical Chemistry Laboratory (2),M,"Jan 06 - Apr 09, 14:30-17:20 (T)",Carl Bartels
CHEM 3760,A01 (60829),Advanced Methods for the Biochemistry Laboratory (4),M,"Jan 06 - Apr 09, 13:30-17:20 (R)",Ellert Nichols
CHEM 3760,A02 (60830),Advanced Methods for the Biochemistry Laboratory (4),M,"Jan 06 - Apr 09, 13:30-17:20 (F)",Ellert Nichols
CHEM 3840,A02 (60834),Integrated Chemistry Laboratory 2 (3),M,"Jan 06 - Apr 09, 14:30-17:20 (R)",Joey Lussier
CHEM 4110,A01 (64270),Introduction to Computational Chemistry (3),M,"Jan 06 - Apr 09, 12:00-13:30 (MR)",Hans Schreckenbach
CHEM 4610,A01 (53208),Advanced Chemical Techniques (Part B) (3),M,"Jan 06 - Apr 09, 14:30-15:45 (MW)",Christian Kuss
CHEM 4620,A01 (51304),Biochemistry of Nucleic Acids (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Sean McKenna
CHEM 4680,A01 (64263),Organometallic Chemistry (3),M,Jan 06 - Apr 09,David Herbert
CHEM 4710,A01 (50623),Research Project in Chemistry or Biochemistry (Part B) (3),M,Jan 06 - Apr 09,Mario Bieringer
CHEM 4802,T03 (64267),Electrochemical Methods in Analytical Chemistry (3),M,Jan 06 - Apr 09,Sabine Kuss
CHEM 4804,T01 (64264),Selected Topics in Synthetic Biology (3),M,Jan 06 - Apr 09,Nediljko Budisa
CHEM 7400,T04 (64265),Selected Topics in Synthetic Biology (3),M,Jan 06 - Apr 09,Nediljko Budisa
CHEM 7400,T01 (58017),Advanced Biochemistry (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Mazdak Khajehpour
CHEM 7600,T01 (63941),Organometallic Chemistry (3),M,Jan 06 - Apr 09,David Herbert
CHEM 7700,T05 (64266),Electrochemical Methods in Analytical Chemistry (3),M,Jan 06 - Apr 09,Sabine Kuss
CHEM 7800,T02 (64269),PC3 - The Pan-Canadian Computational Chemistry Course (3),M,"Jan 06 - Apr 09, 12:00-13:30 (MR)",Hans Schreckenbach
COMP 1006,A01 (63188),Introduction to Tools and Techniques in Computer Science 2 (1.5),M,"Jan 06 - Apr 09, 14:30-15:45 (T)",John Braico
COMP 1010,B05 (50112),Introductory Computer Science 1 (0),M,"Jan 06 - Apr 09, 16:00-17:15 (T)",TBA
COMP 1010,B02 (50110),Introductory Computer Science 1 (0),M,"Jan 06 - Apr 09, 11:30-12:45 (T)",TBA
COMP 1010,B04 (50111),Introductory Computer Science 1 (0),M,"Jan 06 - Apr 09, 14:30-15:45 (T)",TBA
COMP 1010,B01 (62018),Introductory Computer Science 1 (0),M,"Jan 06 - Apr 09, 10:00-11:15 (T)",TBA
COMP 1010,B03 (50116),Introductory Computer Science 1 (0),M,"Jan 06 - Apr 09, 13:00-14:15 (T)",TBA
COMP 1010,A01 (50102),Introductory Computer Science 1 (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",TBA
COMP 1012,B06 (52079),Computer Programming for Scientists and Engineers (0),M,"Jan 06 - Apr 09, 15:30-16:20 (W)",TBA
COMP 1012,B05 (52080),Computer Programming for Scientists and Engineers (0),M,"Jan 06 - Apr 09, 14:30-15:20 (W)",TBA
COMP 1012,B11 (51718),Computer Programming for Scientists and Engineers (0),M,"Jan 06 - Apr 09, 13:30-14:20 (F)",TBA
COMP 1012,B09 (51719),Computer Programming for Scientists and Engineers (0),M,"Jan 06 - Apr 09, 10:30-11:20 (F)",TBA
COMP 1012,B08 (54753),Computer Programming for Scientists and Engineers (0),M,"Jan 06 - Apr 09, 09:30-10:20 (F)",TBA
COMP 1012,A02 (51874),Computer Programming for Scientists and Engineers (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",TBA
COMP 1012,B02 (51875),Computer Programming for Scientists and Engineers (0),M,"Jan 06 - Apr 09, 10:30-11:20 (W)",TBA
COMP 1012,B01 (52825),Computer Programming for Scientists and Engineers (0),M,"Jan 06 - Apr 09, 09:30-10:20 (W)",TBA
COMP 1012,A01 (51716),Computer Programming for Scientists and Engineers (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",TBA
COMP 1012,B04 (52078),Computer Programming for Scientists and Engineers (0),M,"Jan 06 - Apr 09, 13:30-14:20 (W)",TBA
COMP 1012,B03 (51717),Computer Programming for Scientists and Engineers (0),M,"Jan 06 - Apr 09, 12:30-13:20 (W)",TBA
COMP 1012,B07 (52081),Computer Programming for Scientists and Engineers (0),M,"Jan 06 - Apr 09, 16:30-17:20 (W)",TBA
COMP 1012,B12 (51720),Computer Programming for Scientists and Engineers (0),M,"Jan 06 - Apr 09, 14:30-15:20 (F)",TBA
COMP 1012,B13 (51721),Computer Programming for Scientists and Engineers (0),M,"Jan 06 - Apr 09, 15:30-16:20 (F)",TBA
COMP 1012,B10 (52852),Computer Programming for Scientists and Engineers (0),M,"Jan 06 - Apr 09, 12:30-13:20 (F)",TBA
COMP 1020,B13 (64197),Introductory Computer Science 2 (0),M,"Jan 06 - Apr 09, 14:30-15:45 (R)",Lauren Himbeault
COMP 1020,B19 (64200),Introductory Computer Science 2 (0),M,"Jan 06 - Apr 09, 17:30-18:45 (R)",Lauren Himbeault
COMP 1020,A01 (58057),Introductory Computer Science 2 (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Lauren Himbeault
COMP 1020,B14 (50130),Introductory Computer Science 2 (0),M,"Jan 06 - Apr 09, 16:00-17:15 (R)",Lauren Himbeault
COMP 1020,B18 (64199),Introductory Computer Science 2 (0),M,"Jan 06 - Apr 09, 17:30-18:45 (R)",Lauren Himbeault
COMP 1020,B01 (50132),Introductory Computer Science 2 (0),M,"Jan 06 - Apr 09, 08:30-09:45 (R)",Lauren Himbeault
COMP 1020,B15 (50127),Introductory Computer Science 2 (0),M,"Jan 06 - Apr 09, 16:00-17:15 (R)",Lauren Himbeault
COMP 1020,A04 (64201),Introductory Computer Science 2 (3),M,"Jan 06 - Apr 09, 19:00-20:15 (TR)",TBA
COMP 1020,D01 (62960),Introductory Computer Science 2 (3),DE,Jan 06 - Apr 09,
COMP 1020,B06 (50133),Introductory Computer Science 2 (0),M,"Jan 06 - Apr 09, 11:30-12:45 (R)",Lauren Himbeault
COMP 1020,B07 (64195),Introductory Computer Science 2 (0),M,"Jan 06 - Apr 09, 11:30-12:45 (R)",Lauren Himbeault
COMP 1020,B08 (50124),Introductory Computer Science 2 (0),M,"Jan 06 - Apr 09, 13:00-14:15 (R)",Lauren Himbeault
COMP 1020,B10 (64196),Introductory Computer Science 2 (0),M,"Jan 06 - Apr 09, 13:00-14:15 (R)",Lauren Himbeault
COMP 1020,B09 (50134),Introductory Computer Science 2 (0),M,"Jan 06 - Apr 09, 13:00-14:15 (R)",Lauren Himbeault
COMP 1020,A02 (50121),Introductory Computer Science 2 (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",TBA
COMP 1020,B11 (50129),Introductory Computer Science 2 (0),M,"Jan 06 - Apr 09, 14:30-15:45 (R)",Lauren Himbeault
COMP 1020,B05 (50128),Introductory Computer Science 2 (0),M,"Jan 06 - Apr 09, 11:30-12:45 (R)",Lauren Himbeault
COMP 1020,B12 (50125),Introductory Computer Science 2 (0),M,"Jan 06 - Apr 09, 14:30-15:45 (R)",Lauren Himbeault
COMP 1600,A02 (55699),Navigating Your Digital World (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Christina Penner
COMP 2006,A01 (64213),Tools and Techniques in Computer Science 2 (1.5),M,"Jan 06 - Apr 09, 14:30-15:45 (M)",
COMP 2080,A01 (60163),Analysis of Algorithms (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Avery Miller
COMP 2080,A02 (58045),Analysis of Algorithms (3),M,"Jan 06 - Apr 09, 16:00-17:15 (TR)",TBA
COMP 2140,A01 (50140),Data Structures and Algorithms (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",TBA
COMP 2150,A02 (52553),Object Orientation (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Olivier Tremblay-Savard
COMP 2150,A01 (59659),Object Orientation (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",
COMP 2160,A01 (51561),Programming Practices (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Franklin Bristow
COMP 2280,A02 (60164),Introduction to Computer Systems (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",TBA
COMP 2280,A01 (50152),Introduction to Computer Systems (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Noman Mohammed
COMP 2600,A01 (64224),Technical Communication in Computer Science (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Tristan Miller
COMP 3010,A01 (64225),Distributed Computing (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Saulo dos Santos
COMP 3060,T01 (64207),Programming Paradigms (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",John Braico
COMP 3170,A01 (50162),Analysis of Algorithms and Data Structures (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Jennifer Vaughan
COMP 3190,A01 (59525),Introduction to Artificial Intelligence (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",John Anderson
COMP 3350,A01 (50163),Software Engineering 1 (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Lauren Himbeault
COMP 3350,A02 (59660),Software Engineering 1 (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Saulo dos Santos
COMP 3370,A01 (57474),Computer Organization (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Michael Zapp
COMP 3380,A01 (61359),Databases Concepts and Usage (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Patrick Dubois
COMP 3430,A01 (50168),Operating Systems (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Franklin Bristow
COMP 4020,A01 (51838),Human-Computer Interaction 2 (3),M,"Jan 06 - Apr 09, 14:30-15:45 (MW)",Patrick Dubois
COMP 4060,T14 (64209),Robotics for Human-Robot Interaction (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",James Young
COMP 4060,T05 (64208),Cooperative Objects: Peer to Peer Communication in Ad Hoc Networks (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Robert Guderian
COMP 4060,T04 (64206),Software Testing and Quality (3),M,"Jan 06 - Apr 09, 14:30-15:45 (MW)",Shaiful Chowdhury
COMP 4062,T05 (64884),Computational Geometry (3),M,"Jan 06 - Apr 09, 10:00-11:15 (MW)",Stephane Durocher
COMP 4190,A01 (52158),Artificial Intelligence (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",David Gerhard
COMP 4350,A01 (50181),Software Engineering 2 (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Shaowei Wang
COMP 4360,A01 (62964),Machine Learning (3),M,"Jan 06 - Apr 09, 16:00-17:15 (TR)",Christopher Henry
COMP 4420,A01 (50182),Advanced Design and Analysis of Algorithms (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Jennifer Vaughan
COMP 4522,A02 (64004),Honours Project (Part B) (3),M,Jan 06 - Apr 09,Michael Zapp
COMP 4522,A01 (62963),Honours Project (6),M,Jan 06 - Apr 09,Michael Zapp
COMP 4560,A01 (62883),Industrial Project (3),M,Jan 06 - Apr 09,Robert Guderian
COMP 4580,A01 (50193),Computer Security (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Azadeh Tabiban
COMP 4620,B01 (64203),Professional Practice in Computer Science (0),M,"Jan 06 - Apr 09, 14:30-15:45 (R)",Christina Penner
COMP 4620,A01 (62965),Professional Practice in Computer Science (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Christina Penner
COMP 4620,A02 (55318),Professional Practice in Computer Science (3),M,"Jan 06 - Apr 09, 14:30-15:45 (MW)",TBA
COMP 7570,T05 (64211),Robotics for Human-Robot Interaction (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",James Young
COMP 7570,T15 (64876),Blockchain Systems and Decentralized Applications (3),M,"Jan 06 - Apr 09, 13:00-14:15 (MW)",Sara Rouhani
COMP 7720,T02 (64878),Introduction to Differential Privacy (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Leqi Zhu
COMP 7890,T04 (63831),Software Testing and Quality (3),M,"Jan 06 - Apr 09, 14:30-15:45 (MW)",Shaiful Chowdhury
COMP 7890,T02 (64875),Data-driven Software Engineering (3),M,"Jan 06 - Apr 09, 11:30-12:45 (MW)",Shaowei Wang
COMP 7920,T07 (64877),Human-AI Interaction (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Andrea Bunt
COMP 7922,A01 (64874),Computational Geometry (3),M,"Jan 06 - Apr 09, 10:00-11:15 (MW)",Stephane Durocher
MATH 1010,B06 (60646),Applied Finite Mathematics (0),M,"Jan 06 - Apr 09, 15:30-16:20 (F)",TBA
MATH 1010,B03 (53255),Applied Finite Mathematics (0),M,"Jan 06 - Apr 09, 15:30-16:20 (F)",TBA
MATH 1010,B05 (53257),Applied Finite Mathematics (0),M,"Jan 06 - Apr 09, 15:30-16:20 (F)",TBA
MATH 1010,D01 (60848),Applied Finite Mathematics (3),DE,Jan 06 - Apr 09,Darja Barr
MATH 1010,B04 (53256),Applied Finite Mathematics (0),M,"Jan 06 - Apr 09, 15:30-16:20 (F)",TBA
MATH 1010,B02 (53254),Applied Finite Mathematics (0),M,"Jan 06 - Apr 09, 15:30-16:20 (F)",TBA
MATH 1010,B01 (53253),Applied Finite Mathematics (0),M,"Jan 06 - Apr 09, 15:30-16:20 (F)",TBA
MATH 1010,A01 (50363),Applied Finite Mathematics (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",TBA
MATH 1020,A01 (50364),Mathematics in Art (3),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Michelle Davidson
MATH 1020,A02 (50365),Mathematics in Art (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Darja Barr
MATH 1090,B01 (57373),Mathematical Reasoning in Euclidean Geometry (0),M,"Jan 06 - Apr 09, 15:30-16:20 (M)",TBA
MATH 1090,A01 (57369),Mathematical Reasoning in Euclidean Geometry (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Jaydeep Chipalkatti
MATH 1210,A01 (50712),Techniques of Classical and Linear Algebra (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Nicholas Harland
MATH 1210,A02 (51331),Techniques of Classical and Linear Algebra (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",TBA
MATH 1210,B07 (51763),Techniques of Classical and Linear Algebra (0),M,"Jan 06 - Apr 09, 10:30-11:20 (M)",TBA
MATH 1210,B09 (51914),Techniques of Classical and Linear Algebra (0),M,"Jan 06 - Apr 09, 08:30-09:20 (W)",TBA
MATH 1210,B08 (51764),Techniques of Classical and Linear Algebra (0),M,"Jan 06 - Apr 09, 11:30-12:20 (M)",TBA
MATH 1210,B02 (50714),Techniques of Classical and Linear Algebra (0),M,"Jan 06 - Apr 09, 08:30-09:20 (T)",TBA
MATH 1210,B10 (51916),Techniques of Classical and Linear Algebra (0),M,"Jan 06 - Apr 09, 15:30-16:20 (W)",TBA
MATH 1210,B06 (51762),Techniques of Classical and Linear Algebra (0),M,"Jan 06 - Apr 09, 08:30-09:20 (M)",TBA
MATH 1210,B11 (51917),Techniques of Classical and Linear Algebra (0),M,"Jan 06 - Apr 09, 16:30-17:20 (W)",TBA
MATH 1210,B04 (51333),Techniques of Classical and Linear Algebra (0),M,"Jan 06 - Apr 09, 16:00-16:50 (T)",TBA
MATH 1210,B05 (51761),Techniques of Classical and Linear Algebra (0),M,"Jan 06 - Apr 09, 08:30-09:20 (M)",TBA
MATH 1210,B03 (51332),Techniques of Classical and Linear Algebra (0),M,"Jan 06 - Apr 09, 14:30-15:20 (T)",TBA
MATH 1210,A03 (51913),Techniques of Classical and Linear Algebra (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Nicholas Harland
MATH 1210,B01 (50713),Techniques of Classical and Linear Algebra (0),M,"Jan 06 - Apr 09, 08:30-09:20 (T)",TBA
MATH 1220,B01 (53263),Linear Algebra 1 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (F)",TBA
MATH 1220,A01 (53262),Linear Algebra 1 (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",TBA
MATH 1220,B03 (53265),Linear Algebra 1 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (F)",TBA
MATH 1220,B02 (53264),Linear Algebra 1 (0),M,"Jan 06 - Apr 09, 12:30-13:20 (F)",TBA
MATH 1232,B02 (53268),Integral Calculus (0),M,"Jan 06 - Apr 09, 16:30-17:20 (W)",TBA
MATH 1232,B01 (53267),Integral Calculus (0),M,"Jan 06 - Apr 09, 14:30-15:20 (W)",TBA
MATH 1232,A01 (53266),Integral Calculus (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",TBA
MATH 1240,B11 (57340),Elementary Discrete Mathematics (0),M,"Jan 06 - Apr 09, 14:30-15:20 (W)",TBA
MATH 1240,A03 (57332),Elementary Discrete Mathematics (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Robert Craigen
MATH 1240,B10 (57339),Elementary Discrete Mathematics (0),M,"Jan 06 - Apr 09, 16:00-16:50 (T)",TBA
MATH 1240,A04 (63049),Elementary Discrete Mathematics (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",TBA
MATH 1240,B03 (53273),Elementary Discrete Mathematics (0),M,"Jan 06 - Apr 09, 14:30-15:20 (M)",TBA
MATH 1240,B05 (57334),Elementary Discrete Mathematics (0),M,"Jan 06 - Apr 09, 15:30-16:20 (M)",TBA
MATH 1240,B04 (53274),Elementary Discrete Mathematics (0),M,"Jan 06 - Apr 09, 15:30-16:20 (M)",TBA
MATH 1240,B06 (57335),Elementary Discrete Mathematics (0),M,"Jan 06 - Apr 09, 16:30-17:20 (M)",TBA
