COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR,
PT 6221,A01 (12782),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 1 (Part A) (3),B,"Oct 24 - Oct 24, 13:00-14:55 (R)",R McMurray,
PT 6221,A01 (12782),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 1 (Part A) (3),B,"Aug 22 - Aug 22, 13:00-14:25 (R)",R McMurray,
PT 6221,A01 (12782),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 1 (Part A) (3),B,"Nov 06 - Nov 06, 13:00-14:55 (W)",R McMurray,
PT 6221,A01 (12782),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 1 (Part A) (3),B,"Oct 08 - Oct 08, 13:00-14:55 (T)",R McMurray,
PT 6221,A01 (12782),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 1 (Part A) (3),B,"Oct 22 - Oct 22, 13:00-14:55 (T)",R McMurray,
PT 6221,A01 (12782),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 1 (Part A) (3),B,"Sep 17 - Sep 17, 13:00-15:55 (T)",R McMurray,
PT 6221,A01 (12782),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 1 (Part A) (3),B,"Oct 29 - Oct 29, 13:00-14:55 (T)",R McMurray,
PT 6221,A01 (12782),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 1 (Part A) (3),B,"Aug 07 - Aug 07, 13:00-15:25 (W)",R McMurray,
PT 6221,A01 (12782),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 1 (Part A) (3),B,"Oct 30 - Oct 30, 13:00-14:55 (W)",R McMurray,
PT 6221,A01 (12782),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 1 (Part A) (3),B,"Nov 26 - Nov 26, 13:00-19:55 (T)",R McMurray,
PT 6221,A01 (12782),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 1 (Part A) (3),B,"Dec 03 - Dec 03, 13:00-15:25 (T)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Nov 21 - Nov 21, 08:00-11:55 (R)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Nov 05 - Nov 05, 13:00-15:55 (T)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Dec 04 - Dec 04, 08:00-11:55 (W)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Nov 13 - Nov 13, 08:00-11:55 (W)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Nov 19 - Nov 19, 13:00-14:55 (T)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Nov 26 - Nov 26, 08:30-10:25 (T)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Nov 07 - Nov 07, 15:00-16:55 (R)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Nov 26 - Nov 26, 12:00-12:25 (T)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Dec 05 - Dec 05, 10:00-11:55 (R)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Dec 06 - Dec 06, 13:00-15:55 (F)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Nov 21 - Nov 21, 13:00-14:55 (R)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Nov 19 - Nov 19, 17:00-19:55 (T)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Nov 15 - Nov 15, 08:00-11:55 (F)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Nov 07 - Nov 07, 13:00-14:55 (R)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Dec 10 - Dec 10, 08:00-09:40 (T)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Nov 05 - Nov 05, 08:00-10:55 (T)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Nov 20 - Nov 20, 13:00-14:55 (W)",R McMurray,
PT 6224,A01 (13370),Clinical Skills for Physical Therapy in Neuromusculoskeletal Conditions 2 (Part A) (3),B,"Dec 04 - Dec 04, 13:00-15:55 (W)",R McMurray,
PT 6230,A01 (12037),Applied Sciences for Physical Therapy 2 (Part A) (3),B,"Oct 25 - Oct 25, 09:00-10:55 (F)",Brian MacNeil,
PT 6230,A01 (12037),Applied Sciences for Physical Therapy 2 (Part A) (3),B,"Oct 01 - Oct 01, 13:00-14:55 (T)",Brian MacNeil,
PT 6230,A01 (12037),Applied Sciences for Physical Therapy 2 (Part A) (3),B,"Oct 21 - Oct 21, 09:00-10:55 (M)",Brian MacNeil,
PT 6230,A01 (12037),Applied Sciences for Physical Therapy 2 (Part A) (3),B,"Sep 11 - Sep 11, 08:00-09:55 (W)",Brian MacNeil,
PT 6230,A01 (12037),Applied Sciences for Physical Therapy 2 (Part A) (3),B,"Dec 02 - Dec 02, 08:30-10:25 (M)",Brian MacNeil,
PT 6230,A01 (12037),Applied Sciences for Physical Therapy 2 (Part A) (3),B,"Oct 24 - Oct 24, 15:00-15:55 (R)",Brian MacNeil,
PT 6230,A01 (12037),Applied Sciences for Physical Therapy 2 (Part A) (3),B,"Oct 10 - Oct 10, 15:00-16:55 (R)",Brian MacNeil,
PT 6230,A01 (12037),Applied Sciences for Physical Therapy 2 (Part A) (3),B,"Nov 13 - Nov 13, 14:00-15:55 (W)",Brian MacNeil,
PT 6230,A01 (12037),Applied Sciences for Physical Therapy 2 (Part A) (3),B,"Sep 20 - Sep 20, 13:00-14:55 (F)",Brian MacNeil,
PT 6230,A01 (12037),Applied Sciences for Physical Therapy 2 (Part A) (3),B,"Aug 30 - Aug 30, 13:00-14:55 (F)",Brian MacNeil,
PT 6291,A01 (20722),Neuromusculoskeletal Clinical Education 1 (Part A) (3),B,"Aug 08 - Aug 08, 08:30-09:25 (R)",Kelly Codispodi,
PT 6291,A01 (20722),Neuromusculoskeletal Clinical Education 1 (Part A) (3),B,"Dec 10 - Dec 10, 10:00-11:55 (T)",Kelly Codispodi,
PT 6292,A01 (18436),Neuromusculoskeletal Clinical Education 2 (6),OC,Aug 06 - Dec 20,Maureen Walker,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 09 - Sep 09, 10:00-11:25 (M)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 05 - Sep 05, 09:00-11:55 (R)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 11 - Sep 11, 08:00-09:40 (W)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Aug 30 - Aug 30, 12:00-12:25 (F)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Aug 28 - Aug 28, 12:00-15:55 (W)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 11 - Sep 11, 11:00-11:55 (W)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Aug 20 - Aug 20, 08:00-11:55 (T)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 10 - Sep 10, 08:00-11:55 (T)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 03 - Sep 03, 08:00-11:55 (T)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 18 - Sep 18, 08:00-09:40 (W)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Aug 28 - Aug 28, 08:00-09:40 (W)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Aug 21 - Aug 21, 08:00-11:55 (W)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Aug 07 - Aug 07, 13:00-15:55 (W)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 04 - Sep 04, 13:00-13:55 (W)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 18 - Sep 18, 13:00-15:55 (W)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 04 - Sep 04, 08:30-11:25 (W)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 05 - Sep 05, 13:00-15:55 (R)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 11 - Sep 11, 13:00-15:25 (W)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Aug 26 - Aug 26, 13:00-17:55 (M)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 20 - Sep 20, 12:00-12:25 (F)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 13 - Sep 13, 12:00-12:25 (F)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 03 - Sep 03, 13:00-15:55 (T)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 17 - Sep 17, 13:00-14:55 (T)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 09 - Sep 09, 13:00-14:55 (M)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 06 - Sep 06, 08:00-11:55 (F)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Aug 30 - Aug 30, 08:00-11:55 (F)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Aug 09 - Aug 09, 08:00-09:55 (F)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 13 - Sep 13, 08:00-11:55 (F)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 23 - Sep 23, 09:00-10:55 (M)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Aug 30 - Aug 30, 13:00-14:55 (F)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Aug 23 - Aug 23, 08:00-15:55 (F)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 12 - Sep 12, 08:00-08:55 (R)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Aug 29 - Aug 29, 09:00-11:55 (R)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 16 - Sep 16, 08:00-11:55 (M)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Aug 27 - Aug 27, 08:00-11:55 (T)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 17 - Sep 17, 09:00-10:55 (T)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Aug 08 - Aug 08, 08:00-11:55 (R)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 09 - Sep 09, 16:00-17:55 (M)",Gregory Hodges,
PT 7124,A02 (20256),Clinical Skills for Physical Therapy in Cardiorespiratory Conditions (5),B,"Sep 16 - Dec 23, 13:00-15:55 ()",Gregory Hodges,
PT 7160,A01 (21225),Physical Therapy Practice and Professional Issues 2 (Part A) (1.5),B,Aug 06 - Dec 20,Tanya Kozera,
PT 7294,A01 (17729),Cardiovascular and Pulmonary Clinical Education (Part A) (2.5),B,"Sep 20 - Sep 20, 08:00-11:55 (F)",Maureen Walker,
PT 7294,A01 (17729),Cardiovascular and Pulmonary Clinical Education (Part A) (2.5),B,"Sep 04 - Sep 04, 14:00-14:55 (W)",Maureen Walker,
PT 7294,A01 (17729),Cardiovascular and Pulmonary Clinical Education (Part A) (2.5),B,"Sep 18 - Sep 18, 16:00-17:55 (W)",Maureen Walker,
PT 7294,A01 (17729),Cardiovascular and Pulmonary Clinical Education (Part A) (2.5),B,"Sep 12 - Sep 12, 09:00-09:55 (R)",Maureen Walker,
PT 7294,A01 (17729),Cardiovascular and Pulmonary Clinical Education (Part A) (2.5),B,"Aug 28 - Aug 28, 11:00-11:55 (W)",Maureen Walker,
PT 7390,A01 (15744),Elective Clinical Education (Part A) (3),B,Aug 06 - Dec 20,Maureen Walker,
PT 7410,A02 (20258),Exercise Prescription and Manual Therapy for Physical Therapists (3),B,"Aug 15 - Aug 15, 08:00-11:55 (R)",Joanne Parsons,
PT 7410,A02 (20258),Exercise Prescription and Manual Therapy for Physical Therapists (3),B,"Aug 12 - Aug 12, 09:00-11:55 (M)",Joanne Parsons,
PT 7410,A02 (20258),Exercise Prescription and Manual Therapy for Physical Therapists (3),B,"Aug 14 - Aug 14, 09:00-11:55 (W)",Joanne Parsons,
PT 7410,A02 (20258),Exercise Prescription and Manual Therapy for Physical Therapists (3),B,"Aug 19 - Aug 19, 08:00-09:40 (M)",Joanne Parsons,
PT 7410,A02 (20258),Exercise Prescription and Manual Therapy for Physical Therapists (3),B,"Aug 14 - Aug 14, 13:00-15:55 (W)",Joanne Parsons,
PT 7410,A02 (20258),Exercise Prescription and Manual Therapy for Physical Therapists (3),B,"Aug 08 - Aug 08, 13:00-15:55 (R)",Joanne Parsons,
PT 7410,A02 (20258),Exercise Prescription and Manual Therapy for Physical Therapists (3),B,"Aug 06 - Aug 06, 13:00-16:25 (T)",Joanne Parsons,
PT 7410,A02 (20258),Exercise Prescription and Manual Therapy for Physical Therapists (3),B,"Aug 21 - Aug 21, 12:00-12:25 (W)",Joanne Parsons,
PT 7410,A02 (20258),Exercise Prescription and Manual Therapy for Physical Therapists (3),B,"Aug 12 - Aug 12, 13:00-15:55 (M)",Joanne Parsons,
PT 7410,A02 (20258),Exercise Prescription and Manual Therapy for Physical Therapists (3),B,"Aug 06 - Aug 06, 11:30-11:55 ()",Joanne Parsons,
PT 7410,A02 (20258),Exercise Prescription and Manual Therapy for Physical Therapists (3),B,"Aug 26 - Aug 26, 09:30-10:25 (M)",Joanne Parsons,
PT 7410,A02 (20258),Exercise Prescription and Manual Therapy for Physical Therapists (3),B,"Aug 28 - Aug 28, 10:30-10:55 (W)",Joanne Parsons,
PT 7500,A01 (12663),Physical Therapy Evaluation/Research Project (Part A) (3),B,"Aug 15 - Aug 15, 13:00-15:55 (R)",Dean Kriellaars,
PT 7500,A01 (12663),Physical Therapy Evaluation/Research Project (Part A) (3),B,"Sep 12 - Sep 12, 10:00-11:55 (R)",Dean Kriellaars,
REHB 7260,A01 (15577),Assistive Technologies (3),M,Aug 06 - Dec 20,Jacqueline Ripat,
REHB 7280,A01 (16728),Rehabilitation Theory and Research Design (3),B,"Nov 20 - Dec 11, 13:00-15:55 (W)",Joanne Parsons,
REHB 7280,A01 (16728),Rehabilitation Theory and Research Design (3),B,"Sep 04 - Nov 06, 13:00-15:55 (W)",Joanne Parsons,
RESP 1400,A01 (12564),Introduction to Professional Practice (3),B,"Sep 05 - Oct 29, 13:00-14:55 (TR)",Diana Sanchez-Ramirez,
RESP 1400,A01 (12564),Introduction to Professional Practice (3),B,"Nov 05 - Nov 07, 13:00-14:55 (TR)",Diana Sanchez-Ramirez,
RESP 1400,A01 (12564),Introduction to Professional Practice (3),B,"Dec 02 - Dec 02, 10:00-11:55 (M)",Diana Sanchez-Ramirez,
RESP 1400,A01 (12564),Introduction to Professional Practice (3),B,"Nov 19 - Nov 28, 13:00-14:55 (TR)",Diana Sanchez-Ramirez,
RESP 1420,A01 (12566),Applied Physiology for Respiratory Therapy (Part A) (3),B,"Oct 02 - Oct 09, 10:00-11:55 (MW)",Denise Mackey,
RESP 1420,A01 (12566),Applied Physiology for Respiratory Therapy (Part A) (3),B,"Oct 16 - Nov 06, 10:00-11:55 (MW)",Denise Mackey,
RESP 1420,A01 (12566),Applied Physiology for Respiratory Therapy (Part A) (3),B,"Sep 09 - Sep 25, 10:00-11:55 (MW)",Denise Mackey,
RESP 1420,A01 (12566),Applied Physiology for Respiratory Therapy (Part A) (3),B,"Nov 18 - Nov 27, 10:00-11:55 (MW)",Denise Mackey,
RESP 1420,A01 (12566),Applied Physiology for Respiratory Therapy (Part A) (3),B,"Dec 03 - Dec 03, 13:00-14:55 (T)",Denise Mackey,
RESP 1420,A01 (12566),Applied Physiology for Respiratory Therapy (Part A) (3),B,"Sep 04 - Sep 04, 13:00-14:55 (W)",Denise Mackey,
RESP 1420,A01 (12566),Applied Physiology for Respiratory Therapy (Part A) (3),B,"Dec 18 - Dec 18, 10:00-11:55 (W)",Denise Mackey,
RESP 1420,A01 (12566),Applied Physiology for Respiratory Therapy (Part A) (3),B,"Dec 05 - Dec 05, 10:00-11:55 (R)",Denise Mackey,
RESP 1430,A01 (12567),Respiratory Therapeutics 1 (Part A) (3),B,"Sep 10 - Sep 10, 09:30-11:25 (T)",Ian Hay,
RESP 1430,A01 (12567),Respiratory Therapeutics 1 (Part A) (3),B,"Dec 03 - Dec 03, 10:00-11:55 (T)",Ian Hay,
RESP 1430,A01 (12567),Respiratory Therapeutics 1 (Part A) (3),B,"Dec 10 - Dec 10, 10:00-11:55 (T)",Ian Hay,
RESP 1430,A01 (12567),Respiratory Therapeutics 1 (Part A) (3),B,"Oct 22 - Oct 29, 10:00-11:55 (TR)",Ian Hay,
RESP 1430,A01 (12567),Respiratory Therapeutics 1 (Part A) (3),B,"Sep 12 - Oct 10, 10:00-11:55 (TR)",Ian Hay,
RESP 1430,A01 (12567),Respiratory Therapeutics 1 (Part A) (3),B,"Nov 19 - Nov 21, 10:00-11:55 (TR)",Ian Hay,
RESP 1430,A01 (12567),Respiratory Therapeutics 1 (Part A) (3),B,"Oct 16 - Oct 16, 13:00-14:55 (W)",Ian Hay,
RESP 1430,A01 (12567),Respiratory Therapeutics 1 (Part A) (3),B,"Nov 05 - Nov 07, 10:00-11:55 (TR)",Ian Hay,
RESP 1430,A01 (12567),Respiratory Therapeutics 1 (Part A) (3),B,"Oct 17 - Oct 17, 10:00-11:55 (R)",Ian Hay,
RESP 1430,A01 (12567),Respiratory Therapeutics 1 (Part A) (3),B,"Nov 26 - Nov 28, 10:00-11:55 (TR)",Ian Hay,
RESP 1430,A01 (12567),Respiratory Therapeutics 1 (Part A) (3),B,"Sep 05 - Sep 05, 10:00-11:55 (R)",Ian Hay,
RESP 1430,A01 (12567),Respiratory Therapeutics 1 (Part A) (3),B,"Dec 05 - Dec 05, 13:00-14:55 (R)",Ian Hay,
RESP 1450,A01 (12568),Principles of Mechanical Ventilation (Part A) (3),B,"Oct 11 - Oct 11, 10:00-11:55 (F)",Ian Hay,
RESP 1450,A01 (12568),Principles of Mechanical Ventilation (Part A) (3),B,"Sep 06 - Sep 06, 10:00-11:55 (F)",Ian Hay,
RESP 1450,A01 (12568),Principles of Mechanical Ventilation (Part A) (3),B,"Nov 18 - Nov 27, 13:00-14:55 (MW)",Ian Hay,
RESP 1450,A01 (12568),Principles of Mechanical Ventilation (Part A) (3),B,"Sep 20 - Sep 20, 10:00-11:55 (F)",Ian Hay,
RESP 1450,A01 (12568),Principles of Mechanical Ventilation (Part A) (3),B,"Sep 09 - Sep 11, 13:00-14:55 (MW)",Ian Hay,
RESP 1450,A01 (12568),Principles of Mechanical Ventilation (Part A) (3),B,"Oct 15 - Oct 15, 10:00-11:55 (T)",Ian Hay,
RESP 1450,A01 (12568),Principles of Mechanical Ventilation (Part A) (3),B,"Dec 04 - Dec 04, 10:00-14:55 (W)",Ian Hay,
RESP 1450,A01 (12568),Principles of Mechanical Ventilation (Part A) (3),B,"Sep 23 - Sep 23, 13:00-14:55 (M)",Ian Hay,
RESP 1450,A01 (12568),Principles of Mechanical Ventilation (Part A) (3),B,"Oct 07 - Oct 09, 13:00-14:55 (MW)",Ian Hay,
RESP 1450,A01 (12568),Principles of Mechanical Ventilation (Part A) (3),B,"Oct 21 - Nov 06, 13:00-14:55 (MW)",Ian Hay,
RESP 1450,A01 (12568),Principles of Mechanical Ventilation (Part A) (3),B,"Sep 18 - Sep 20, 13:00-14:55 (WF)",Ian Hay,
RESP 1450,A01 (12568),Principles of Mechanical Ventilation (Part A) (3),B,"Dec 16 - Dec 16, 10:00-11:55 (M)",Ian Hay,
RESP 1450,A01 (12568),Principles of Mechanical Ventilation (Part A) (3),B,"Sep 25 - Sep 25, 13:00-16:55 (W)",Ian Hay,
RESP 1450,A01 (12568),Principles of Mechanical Ventilation (Part A) (3),B,"Oct 02 - Oct 02, 13:00-14:55 (W)",Ian Hay,
RESP 2200,A01 (13308),Primary Care in Respiratory Therapy (3),B,"Nov 05 - Nov 05, 10:00-11:55 (T)",Sandra Biesheuvel,
RESP 2200,A01 (13308),Primary Care in Respiratory Therapy (3),B,"Oct 02 - Oct 02, 10:00-11:55 (W)",Sandra Biesheuvel,
RESP 2200,A01 (13308),Primary Care in Respiratory Therapy (3),B,"Oct 22 - Oct 22, 10:00-11:55 (T)",Sandra Biesheuvel,
RESP 2200,A01 (13308),Primary Care in Respiratory Therapy (3),B,"Sep 24 - Sep 24, 10:00-11:55 (T)",Sandra Biesheuvel,
RESP 2200,A01 (13308),Primary Care in Respiratory Therapy (3),B,"Sep 10 - Sep 10, 10:00-11:55 (T)",Sandra Biesheuvel,
