COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR,
PHIL 1290,A01 (10174),Critical Thinking (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",TBA,
PHIL 1290,A02 (10175),Critical Thinking (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",TBA,
PHIL 1290,A03 (11330),Critical Thinking (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",TBA,
PHIL 1290,A04 (12751),Critical Thinking (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",TBA,
PHIL 1290,D01 (10736),Critical Thinking (3),DE,Sep 04 - Dec 09,TBA,
PHIL 1290,A05 (12752),Critical Thinking (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",TBA,
PHIL 1300,A01 (19980),Introduction to Logic (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Adam Murray,
PHIL 1300,D01 (23643),Introduction to Logic (3),DE,Sep 04 - Dec 09,TBA,
PHIL 1520,A01 (24689),"Goodness, beauty, and justice (3)",M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Robert Leland,
PHIL 2140,A01 (24600),Theory of Knowledge (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",,
PHIL 2160,A01 (24601),Fundamentals of the Philosophy of Language (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Adam Murray,
PHIL 2170,T17 (24931),Free Will (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",TBA,
PHIL 2410,D01 (24604),Applied Ethics (3),DE,Sep 04 - Dec 09,TBA,
PHIL 2410,A01 (24603),Applied Ethics (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Arthur Schafer,
PHIL 2580,A01 (24605),Metaphysics (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",,
PHIL 2790,A01 (11917),Moral Philosophy (Part A) (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",TBA,
PHIL 2830,A01 (23650),Business Ethics (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",,
PHIL 3780,T07 (25383),The Political Philosophies of John Rawls (3),M,"Sep 04 - Dec 09, 14:30-17:15 (R)",Robert Leland,
PHIL 4500,T02 (24608),Ontology of Art: Art and Metaphysics (3),M,"Sep 04 - Dec 09, 14:30-17:15 (T)",Carl Matheson,
PHIL 4520,T01 (25385),Ancient Skepticism (3),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",Dimitrios Dentsoras,
PHIL 7120,T01 (25386),Ancient Skepticism (3),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",Dimitrios Dentsoras,
PHIL 7190,T16 (24609),Ontology of Art: Art and Metaphysics (3),M,"Sep 04 - Dec 09, 14:30-17:15 (T)",Carl Matheson,
PHIL 7190,T02 (25384),The Political Philosophies of John Rawls (3),M,"Sep 04 - Dec 09, 14:30-17:15 (R)",Robert Leland,
POLS 1502,B04 (17399),Introduction to Political Studies (0),M,"Sep 04 - Dec 09, 08:30-09:20 (W)",TBA,
POLS 1502,B05 (17400),Introduction to Political Studies (0),M,"Sep 04 - Dec 09, 09:30-10:20 (W)",TBA,
POLS 1502,B03 (17398),Introduction to Political Studies (0),M,"Sep 04 - Dec 09, 10:30-11:20 (M)",TBA,
POLS 1502,B01 (17396),Introduction to Political Studies (0),M,"Sep 04 - Dec 09, 08:30-09:20 (M)",TBA,
POLS 1502,B02 (17397),Introduction to Political Studies (0),M,"Sep 04 - Dec 09, 09:30-10:20 (M)",TBA,
POLS 1502,B06 (17401),Introduction to Political Studies (0),M,"Sep 04 - Dec 09, 10:30-11:20 (W)",TBA,
POLS 1502,B09 (17404),Introduction to Political Studies (0),M,"Sep 04 - Dec 09, 10:30-11:20 (F)",TBA,
POLS 1502,A01 (17395),Introduction to Political Studies (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Royce Koop,
POLS 1502,B07 (17402),Introduction to Political Studies (0),M,"Sep 04 - Dec 09, 08:30-09:20 (F)",TBA,
POLS 1502,B08 (17403),Introduction to Political Studies (0),M,"Sep 04 - Dec 09, 09:30-10:20 (F)",TBA,
POLS 2302,A01 (22461),Introduction to Political Theory (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Steven Lecce,
POLS 2502,D01 (23725),Introduction to World Affairs (3),DE,Sep 04 - Dec 09,Bryce Offenberger,
POLS 2702,A01 (22463),Introduction to Canadian Politics (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Kiera Ladner,
POLS 2902,D01 (24804),How Government Works (3),DE,Sep 04 - Dec 09,Andrea Rounce,
POLS 3250,A01 (24858),International Political Economy (3),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",Radhika Desai,
POLS 3360,A01 (23730),Rights (3),M,"Sep 04 - Dec 09, 11:30-14:15 (M)",Sarah Hannan,
POLS 3512,A01 (24877),Canadian Foreign and Defence Policy 1 (3),M,"Sep 04 - Dec 09, 08:30-11:15 (T)",Andrea Charron,
POLS 3540,A01 (25256),Terrorism and Political Violence (3),M,"Sep 04 - Dec 09, 11:30-14:15 (T)",Tami Jacoby,
POLS 3560,A01 (24879),Politics of International Law (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Robert Peeler,
POLS 3590,A01 (24880),Intelligence and Espionage (3),M,"Sep 04 - Dec 09, 11:30-14:15 (F)",Bryce Offenberger,
POLS 3630,A01 (23731),"Russian Politics, Government, and Society (3)",M,"Sep 04 - Dec 09, 14:30-17:15 (W)",Orysia Kulick,
POLS 3640,A01 (20049),Comparative Defence Policy (3),M,"Sep 04 - Dec 09, 11:30-14:15 (W)",Bryce Offenberger,
POLS 3720,A01 (21500),"Politics, Government and Society in Ukraine (3)",M,"Sep 04 - Dec 09, 11:30-14:15 (R)",Yuliia Ivaniuk,
POLS 3760,A01 (24883),Media and Politics (3),M,"Sep 04 - Dec 09, 14:30-17:15 (T)",Constance Macrae-Buchanan,
POLS 4160,T23 (25257),Public Policy and the Family (3),M,"Sep 04 - Dec 09, 18:00-20:45 (T)",Susan Prentice,
POLS 4160,T22 (24885),The Politics of Memory (3),M,"Sep 04 - Dec 09, 14:30-17:15 (R)",Orysia Kulick,
POLS 4190,A01 (18900),Manitoba Politics and Government (3),M,"Sep 04 - Dec 09, 18:00-20:45 (W)",Richard Henry,
POLS 4310,T04 (24887),Identity and Politics (3),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",Steven Lecce,
POLS 4310,T02 (24886),Politics of Wellbeing (3),M,"Sep 04 - Dec 09, 11:30-14:15 (T)",Sarah Hannan,
POLS 4620,A01 (24888),Politics of Advanced Industrial States (3),M,"Sep 04 - Dec 09, 14:30-17:15 (T)",Radhika Desai,
POLS 4630,A01 (23749),Indigenous Political Movements and Activism (3),M,"Sep 04 - Dec 09, 11:30-14:15 (M)",,
POLS 4930,A01 (18906),Public Policy Process and Issues (3),M,"Sep 04 - Dec 09, 18:00-20:45 (M)",Ardith McGeown Plant,
POLS 4950,A01 (22491),Qualitative Methods and Communication (3),M,"Sep 04 - Dec 09, 18:00-20:45 (R)",Andrea Rounce,
POLS 7100,A01 (20107),The Study of Politics (3),M,"Sep 04 - Dec 09, 14:30-17:15 (W)",Robert Peeler,
POLS 7132,A01 (15944),Public Policy Process and Issues (3),M,"Sep 04 - Dec 09, 18:00-20:45 (M)",Ardith McGeown Plant,
POLS 7134,A01 (22494),Qualitative Methods and Communications for the Public Sector (3),M,"Sep 04 - Dec 09, 18:00-20:45 (R)",Andrea Rounce,
POLS 7230,A01 (24889),Comparative Politics of Advanced Industrial States (3),M,"Sep 04 - Dec 09, 14:30-17:15 (T)",Radhika Desai,
POLS 7270,T13 (24892),Indigenous Political Movements and Activism (3),M,"Sep 04 - Dec 09, 11:30-14:15 (M)",,
POLS 7270,T18 (24894),The Politics of Memory (3),M,"Sep 04 - Dec 09, 14:30-17:15 (R)",Orysia Kulick,
POLS 7270,T17 (25258),Public Policy and the Family (3),M,"Sep 04 - Dec 09, 18:00-20:45 (T)",Susan Prentice,
POLS 7270,T15 (24893),Identity and Politics (3),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",Steven Lecce,
POLS 7270,T01 (20109),Manitoba Politics & Government (3),M,"Sep 04 - Dec 09, 18:00-20:45 (W)",Richard Henry,
POLS 7270,T05 (24891),Politics of Wellbeing (3),M,"Sep 04 - Dec 09, 11:30-14:15 (T)",Sarah Hannan,
POLS 7800,K01 (22030),MPA Co-operative Education Term 1 (0),WKT,Sep 04 - Dec 09,TBA,
POLS 7810,K01 (19775),MPA Co-operative Education Term 2 (0),WKT,Sep 04 - Dec 09,TBA,
POLS 9260,A01 (19427),UW GPOL 7720 Governance and Administration (3),OC,"Sep 03 - Dec 02, 18:00-20:45 (W)",Malcolm Bird,
POLS 9612,A01 (24496),UW GPOL-7505 The Politics of Urban Development (3),OC,"Sep 03 - Dec 02, 18:00-20:45 (M)",Aaron Moore,
PSYC 1200,A10 (10344),Introduction to Psychology (Part A) (3),M,"Sep 04 - Dec 09, 13:00-14:15 (T)",Dawson Clary,
PSYC 1200,A10 (10344),Introduction to Psychology (Part A) (3),M,Sep 04 - Dec 09,Dawson Clary,
PSYC 1200,A09 (10343),Introduction to Psychology (Part A) (3),M,"Sep 04 - Dec 09, 11:30-12:45 (T)",Dawson Clary,
PSYC 1200,A09 (10343),Introduction to Psychology (Part A) (3),M,Sep 04 - Dec 09,Dawson Clary,
PSYC 1200,A12 (11298),Introduction to Psychology (Part A) (3),M,"Sep 04 - Dec 09, 13:00-14:15 (R)",Dawson Clary,
PSYC 1200,A02 (10338),Introduction to Psychology (Part A) (3),M,"Sep 04 - Dec 09, 14:30-15:20 (M)",Dawson Clary,
PSYC 1200,A11 (10347),Introduction to Psychology (Part A) (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",TBA,
PSYC 1200,A12 (11298),Introduction to Psychology (Part A) (3),M,Sep 04 - Dec 09,Dawson Clary,
PSYC 1200,A08 (10340),Introduction to Psychology (Part A) (3),M,Sep 04 - Dec 09,Dawson Clary,
PSYC 1200,A03 (10341),Introduction to Psychology (Part A) (3),M,Sep 04 - Dec 09,Dawson Clary,
PSYC 1200,A05 (10345),Introduction to Psychology (Part A) (3),M,Sep 04 - Dec 09,Dawson Clary,
PSYC 1200,A02 (10338),Introduction to Psychology (Part A) (3),M,Sep 04 - Dec 09,Dawson Clary,
PSYC 1200,A03 (10341),Introduction to Psychology (Part A) (3),M,"Sep 04 - Dec 09, 08:30-09:45 (R)",Dawson Clary,
PSYC 1200,A07 (10339),Introduction to Psychology (Part A) (3),M,"Sep 04 - Dec 09, 08:30-09:45 (T)",Dawson Clary,
PSYC 1200,A08 (10340),Introduction to Psychology (Part A) (3),M,"Sep 04 - Dec 09, 11:30-12:45 (R)",Dawson Clary,
PSYC 1200,A05 (10345),Introduction to Psychology (Part A) (3),M,"Sep 04 - Dec 09, 14:30-15:20 (W)",Dawson Clary,
PSYC 1200,A07 (10339),Introduction to Psychology (Part A) (3),M,Sep 04 - Dec 09,Dawson Clary,
PSYC 1200,D01 (10739),Introduction to Psychology (Part A) (3),DE,Sep 04 - Dec 09,Dawson Clary,
PSYC 1200,G07 (24166),Introduction to Psychology (Part A) (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",TBA,
PSYC 1200,A01 (10337),Introduction to Psychology (Part A) (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",TBA,
PSYC 2250,A04 (21953),Introduction to Psychological Research (3),M,"Sep 04 - Dec 09, 19:00-21:45 (T)",TBA,
PSYC 2250,B06 (10362),Introduction to Psychological Research (0),M,"Sep 04 - Dec 09, 17:30-20:15 (T)",TBA,
PSYC 2250,A02 (10350),Introduction to Psychological Research (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",TBA,
PSYC 2250,A01 (10349),Introduction to Psychological Research (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",TBA,
PSYC 2250,A03 (10354),Introduction to Psychological Research (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",TBA,
PSYC 2250,B01 (10356),Introduction to Psychological Research (0),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",TBA,
PSYC 2250,B07 (21954),Introduction to Psychological Research (0),M,"Sep 04 - Dec 09, 19:00-21:45 (W)",TBA,
PSYC 2250,D01 (10740),Introduction to Psychological Research (3),DE,Sep 04 - Dec 09,TBA,
PSYC 2250,B03 (10360),Introduction to Psychological Research (0),M,"Sep 04 - Dec 09, 14:30-17:15 (T)",TBA,
PSYC 2250,B08 (21956),Introduction to Psychological Research (0),M,"Sep 04 - Dec 09, 19:00-21:45 (R)",TBA,
PSYC 2250,B02 (10358),Introduction to Psychological Research (0),M,"Sep 04 - Dec 09, 08:30-11:15 (T)",TBA,
PSYC 2250,B04 (10359),Introduction to Psychological Research (0),M,"Sep 04 - Dec 09, 08:30-11:15 (R)",TBA,
PSYC 2250,B05 (10361),Introduction to Psychological Research (0),M,"Sep 04 - Dec 09, 14:30-17:15 (R)",TBA,
PSYC 2260,D01 (20510),Introduction to Research Methods in Psychology (3),DE,Sep 04 - Dec 09,Johnson Li,
PSYC 2290,D01 (10741),Child Development (3),DE,Sep 04 - Dec 09,TBA,
PSYC 2290,A01 (12578),Child Development (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Shaylene Nancekivell,
PSYC 2360,A01 (12580),Brain and Behaviour (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Jonathan Marotta,
PSYC 2380,D01 (16277),Psychology of Gender (3),DE,Sep 04 - Dec 09,TBA,
PSYC 2380,A01 (22548),Psychology of Gender (3),M,"Sep 04 - Dec 09, 17:30-20:15 (T)",TBA,
PSYC 2440,D01 (10743),Behaviour Modification Principles (3),DE,Sep 04 - Dec 09,Jennifer Cook,
PSYC 2440,A01 (11465),Behaviour Modification Principles (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Jennifer Cook,
PSYC 2480,D01 (24004),Cognitive Processes (3),DE,Sep 04 - Dec 09,Debbie Kelly,
PSYC 2480,A01 (11913),Cognitive Processes (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",TBA,
PSYC 2490,A01 (22555),Abnormal Psychology (3),M,"Sep 04 - Dec 09, 17:30-20:15 (M)",Nicole Muir,
PSYC 2490,D01 (12638),Abnormal Psychology (3),DE,Sep 04 - Dec 09,TBA,
PSYC 2530,D01 (12637),Psychology of Personality (3),DE,Sep 04 - Dec 09,Nicholas Evans,
PSYC 2530,A02 (24005),Psychology of Personality (3),M,"Sep 04 - Dec 09, 08:30-09:45 (TR)",Nicholas Evans,
PSYC 2530,A01 (12499),Psychology of Personality (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",,
PSYC 2540,D01 (15278),Social Psychology (3),DE,Sep 04 - Dec 09,TBA,
PSYC 2540,A01 (14638),Social Psychology (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Danielle Gaucher,
PSYC 2660,D01 (13677),Sport Psychology (3),DE,Sep 04 - Dec 09,TBA,
PSYC 3130,A01 (24895),Introduction to Health Psychology (3),M,"Sep 04 - Dec 09, 08:30-09:45 (TR)",Ryan Giuliano,
PSYC 3150,D01 (12635),Behaviour Modification Applications (3),DE,Sep 04 - Dec 09,TBA,
PSYC 3170,A01 (22735),Research in Cognitive Psychology (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",TBA,
PSYC 3200,A02 (24385),Thinking Critically About Psychological Research (3),M,"Sep 04 - Dec 09, 16:00-17:15 (TR)",Sunmee Kim,
PSYC 3200,A01 (17269),Thinking Critically About Psychological Research (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Sunmee Kim,
PSYC 3310,A01 (12501),Adolescent Development (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",TBA,
PSYC 3340,A01 (11248),Design and Analysis for Psychological Experiments (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",TBA,
PSYC 3340,A02 (24386),Design and Analysis for Psychological Experiments (3),M,"Sep 04 - Dec 09, 17:30-20:15 (W)",TBA,
PSYC 3354,A01 (24055),Cognitive Neuroscience (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Steven Greening,
PSYC 3610,A01 (24896),Memory (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",TBA,
PSYC 4430,A01 (24897),Vision: Perception and Action (3),M,"Sep 04 - Dec 09, 11:30-14:15 (M)",Jonathan Marotta,
PSYC 4520,A02 (10373),Honours Research Seminar (Part A) (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Lorna Jakobson,
PSYC 4520,A01 (10372),Honours Research Seminar (Part A) (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Daniel Bailis,
PSYC 4520,A03 (24898),Honours Research Seminar (Part A) (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Tammy Ivanco,
PSYC 4540,T41 (24016),Neuroscience of Human Emotion (3),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",Steven Greening,
PSYC 4540,T28 (22740),Social Justice Research (3),M,"Sep 04 - Dec 09, 08:30-11:15 (F)",,
PSYC 4540,T30 (22742),The Science of Intuition (3),M,"Sep 04 - Dec 09, 11:30-14:15 (W)",Launa Leboe-Mcgowan,
PSYC 4540,T06 (24901),Seminar in Behaviour Modification (3),M,"Sep 04 - Dec 09, 08:30-09:45 (TR)",Rasha Baruni,
PSYC 4540,T37 (24036),Neuropsychology of Inequality (3),M,"Sep 04 - Dec 09, 11:30-14:15 (M)",Ryan Giuliano,
PSYC 4540,T04 (24900),Applied Behaviour Analysis in Developmental Disabilities (3),M,"Sep 04 - Dec 09, 08:30-11:15 (M)",Toby Martin,
PSYC 4562,A01 (24903),Social Psychology and Health (3),M,"Sep 04 - Dec 09, 08:30-11:15 (W)",Daniel Bailis,
PSYC 4650,A01 (24904),The Self and Social Perception (3),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",Jacqueline Vorauer,
PSYC 7012,A01 (11601),"Ethics, History and Profession of School Psychology 1 (3)",M,"Sep 04 - Dec 09, 11:30-14:15 (R)",Gabriel Schnerch,
PSYC 7022,A01 (11602),Psycho-educational Assessment and Measurement 1 (3),M,"Sep 04 - Dec 09, 08:30-11:15 (F)",Gabriel Schnerch,
PSYC 7030,A01 (10375),Learning and Cognitive Impairment (3),M,"Sep 04 - Dec 09, 14:30-17:15 (T)",Richard Kruk,
PSYC 7050,A01 (19391),Junior Practicum in School Psychology (Part A) (1.5),M,Sep 04 - Dec 09,TBA,
PSYC 7060,A01 (11319),Senior Practicum in School Psychology (Part A) (3),M,Sep 04 - Dec 09,Leslie Roos,
PSYC 7080,A01 (10376),Child/Youth Psychopathology (3),M,"Sep 04 - Dec 09, 08:30-11:15 (R)",Jennifer Theule,
PSYC 7090,A01 (10377),Behavioural Assessment and Intervention in School Settings (3),M,"Sep 04 - Dec 09, 14:30-17:15 (W)",Gabriel Schnerch,
PSYC 7120,A01 (11728),Consultation and Supervision (3),M,"Sep 04 - Dec 09, 17:30-20:15 (T)",TBA,
PSYC 7190,A01 (24905),Social Psychology and Health (3),M,"Sep 04 - Dec 09, 08:30-11:15 (W)",Daniel Bailis,
PSYC 7200,B01 (24341),Quantitative Methods in Psychology 1 (0),M,"Sep 04 - Dec 09, 14:30-17:15 (W)",Johnson Li,
PSYC 7200,A01 (11441),Quantitative Methods in Psychology 1 (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Johnson Li,
PSYC 7260,A01 (11439),Case Conceptualization and Communication 1 (Part A) (0),M,"Sep 04 - Dec 09, 11:30-14:15 (M)",Corey Mackenzie,
PSYC 7270,A01 (11603),Case Conceptualization and Communication 2 (Part A) (0),M,"Sep 04 - Dec 09, 11:30-14:15 (M)",Corey Mackenzie,
PSYC 7300,A01 (24906),Applied Behavior Analysis in Developmental Disabilities (3),M,"Sep 04 - Dec 09, 08:30-11:15 (M)",Toby Martin,
PSYC 7310,T32 (24037),Neuropsychology of Inequality (3),M,"Sep 04 - Dec 09, 11:30-14:15 (M)",Ryan Giuliano,
PSYC 7310,T28 (22747),The Science of Intuition (3),M,"Sep 04 - Dec 09, 11:30-14:15 (W)",Launa Leboe-Mcgowan,
PSYC 7310,T35 (24017),Neuroscience of Human Emotion (3),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",Steven Greening,
PSYC 7310,T25 (22744),Social Justice Research (3),M,"Sep 04 - Dec 09, 08:30-11:15 (F)",,
PSYC 7320,A01 (11440),Foundations of Evidence-Based Treatment (3),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",Edward Johnson,
PSYC 7340,A01 (24907),Sensory Processes 1 (3),M,"Sep 04 - Dec 09, 11:30-14:15 (M)",Jonathan Marotta,
PSYC 7362,A01 (24024),Ethics and Professional Issues in Applied Behaviour Analysis and Psychology (3),M,"Sep 04 - Dec 09, 11:30-14:15 (T)",Toby Martin,
PSYC 7520,A01 (20896),Ethics and Professional Issues in Clinical Psychology (3),M,"Sep 04 - Dec 09, 11:30-14:15 (R)",Gabriel Schnerch,
PSYC 7550,A01 (12504),Intellectual and Cognitive Assessment (3),M,"Sep 04 - Dec 09, 08:30-11:15 (F)",Gabriel Schnerch,
PSYC 7560,A01 (19361),Personality and Psychological Assessment (3),M,"Sep 04 - Dec 09, 08:30-11:15 (M)",Alicia Nijdam-Jones,
PSYC 7820,A01 (11914),Interventions I (3),M,"Sep 04 - Dec 09, 11:30-14:15 (T)",TBA,
PSYC 8080,A01 (11792),Case Conceptualization and Communication 3 (Part A) (1.5),M,"Sep 04 - Dec 09, 11:30-14:15 (M)",Corey Mackenzie,
PSYC 8090,A01 (24909),Clinical Supervision in Psychology (3),M,"Sep 04 - Dec 09, 14:30-17:15 (R)",Edward Johnson,
PSYC 8240,A01 (24910),Seminar in Behaviour Modification (3),M,"Sep 04 - Dec 09, 08:30-09:45 (TR)",Rasha Baruni,
PSYC 8430,A01 (21302),Cognitive Behaviour Therapy (3),M,"Sep 04 - Dec 09, 08:30-11:15 (W)",Corey Mackenzie,
RLGN 1322,A01 (21368),Introduction to Eastern Religions (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",David Drewes,
RLGN 1324,D01 (21369),Introduction to Western Religions (3),DE,Sep 04 - Dec 09,TBA,
RLGN 1410,A01 (21370),Death and Concepts of the Future (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",TBA,
RLGN 1420,D01 (12229),Ethics in World Religions (3),DE,Sep 04 - Dec 09,TBA,
RLGN 1424,A01 (24993),Religion and Sexuality (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Justin Lewis,
RLGN 1430,A01 (24994),Food: Religious Concepts and Practices (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",Elizabeth Alexandrin,
RLGN 2010,A01 (24995),Introduction to Hinduism (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Ian Whicher,
RLGN 2020,A01 (24996),Introduction to Buddhism (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",David Drewes,
RLGN 2030,A01 (24025),Psychology and Religion (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Dawne McCance,
RLGN 2032,A01 (24997),Introduction to the Study of Religion (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Kenneth Mackendrick,
RLGN 2100,A01 (24027),Approaches to the Qur'an (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",Elizabeth Alexandrin,
RLGN 2114,A01 (24998),"Monks, Mystics and Manuscripts in Medieval Christianity (3)",M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",Danielle Dubois,
RLGN 2590,A01 (24029),Religion and Social Issues (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Dawne McCance,
RLGN 2680,A01 (22720),Women and Religion 1 (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Danielle Dubois,
RLGN 3162,A01 (24999),Buddhist Philosophy (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",David Drewes,
RLGN 3270,A01 (25000),Guru and Disciple (3),M,"Sep 04 - Dec 09, 16:00-17:15 (TR)",Ian Whicher,
RLGN 3400,A01 (25001),Zionism: Religious Perspectives (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",Justin Lewis,
SOC 1000,A04 (21579),Introduction to Sociology (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Dennis Hiebert,
SOC 1000,A05 (21580),Introduction to Sociology (3),M,"Sep 04 - Dec 09, 12:30-13:20 (MWF)",Jihad Othman,
SOC 1000,A06 (21581),Introduction to Sociology (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Karen Kampen,
SOC 1000,D01 (24752),Introduction to Sociology (3),DE,Sep 04 - Dec 09,TBA,
SOC 1000,A02 (21577),Introduction to Sociology (3),M,"Sep 04 - Dec 09, 08:30-09:20 (MWF)",Athena Engman,
SOC 1000,A03 (21578),Introduction to Sociology (3),M,"Sep 04 - Dec 09, 09:30-10:20 (MWF)",Athena Engman,
SOC 1000,A07 (21582),Introduction to Sociology (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Edward Klassen,
SOC 1000,A11 (21586),Introduction to Sociology (3),M,"Sep 04 - Dec 09, 15:30-16:20 (MWF)",Abdul-Bari Abdul-Karim,
SOC 1000,A12 (22568),Introduction to Sociology (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Valerie Hiebert,
SOC 1000,A13 (24136),Introduction to Sociology (3),M,"Sep 04 - Dec 09, 14:30-15:20 (MWF)",Jihad Othman,
SOC 1000,A08 (21583),Introduction to Sociology (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",Edward Klassen,
SOC 1000,A09 (21584),Introduction to Sociology (3),M,"Sep 04 - Dec 09, 08:30-09:45 (TR)",Md Bhuiyan,
SOC 1000,A10 (21585),Introduction to Sociology (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Valerie Hiebert,
SOC 1000,A01 (21575),Introduction to Sociology (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Karen Kampen,
SOC 2010,A01 (10591),Critical Issues in Sociology (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Sonia Bookman,
SOC 2220,A02 (24753),Sociological Theoretical Foundations (3),M,"Sep 04 - Dec 09, 10:30-11:20 (MWF)",Charles Axelrod,
SOC 2292,A03 (21590),Understanding Social Research (3),M,"Sep 04 - Dec 09, 14:30-15:45 (TR)",Karen Kampen,
SOC 2292,A02 (21589),Understanding Social Research (3),M,"Sep 04 - Dec 09, 15:30-16:20 (MWF)",Md Bhuiyan,
SOC 2292,A01 (21588),Understanding Social Research (3),M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Zhenxiang Chen,
SOC 2330,D01 (25306),Social Psychology in Sociological Perspective (3),DE,Sep 04 - Dec 09,Raymond Foui,
SOC 2360,A01 (23768),Small Group Interaction (3),M,"Sep 04 - Dec 09, 13:00-14:15 (TR)",Dennis Hiebert,
SOC 2370,A01 (24754),Ethnic Relations (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Lori Wilkinson,
SOC 2450,A01 (21591),Sociology of the Body (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",,
SOC 2490,A01 (18787),Sociology of Health and Illness (3),M,"Sep 04 - Dec 09, 13:30-14:20 (MWF)",,
SOC 2510,A02 (11729),Criminology (3),M,"Sep 04 - Dec 09, 11:30-12:20 (MWF)",Melanie Murchison,
SOC 2510,A01 (19914),Criminology (3),M,"Sep 04 - Dec 09, 10:00-11:15 (TR)",Edward Cormier,
